Codice_articolo,Codice_variante,Costo,Data_riferimento
090.VST33,763,24.5,2023-11-09
090.VST33,764,24.5,2023-11-09
090.VST33,765,24.5,2023-11-09
090.VST33,766,24.5,2023-11-09
090.VST33,767,24.5,2023-11-09
090.VST33,768,24.5,2023-11-09
090.VST33,769,24.5,2023-11-09
090.VST33,0,24.5,2023-08-28
090.VST55.SAG,1,37.0,2023-08-28
090.VST55.SI.SAG,1,46.5,2023-08-28
090.VST55.SI,30,46.5,2023-08-28
090.VST55.SI,0,46.5,2023-08-28
090.VST55,192,37.0,2023-08-28
090.VST55,0,37.0,2023-08-28
090.VST66.SAG,1,46.0,2023-08-28
090.VST66.SI.SAG,1,51.5,2023-08-28
090.VST66.SI,1,51.5,2023-08-28
090.VST66.SI,0,70.0,2023-08-29
090.VST66,1,46.0,2023-08-28
090.VST66,0,46.0,2023-08-28
090.VTO10.SAG,1,48.0,2023-08-28
090.VTO10,12,48.0,2023-08-28
090.VTO10,0,48.0,2023-08-28
090.VTO12.SAG,1,60.0,2023-08-28
090.VTO12,1,60.0,2023-08-28
090.VTO12,0,60.0,2023-08-28
090.VTT10.SAG,1,40.0,2023-08-28
090.VTT10,45,40.0,2023-08-28
090.VTT10,0,40.0,2023-08-28
090.VTT12.SAG,1,50.0,2023-08-28
090.VTT12,1,50.0,2023-08-28
090.VTT12,0,50.0,2023-08-28
090.VTT6,1,46.0,2023-08-28
090.VTT6,2,46.0,2023-08-28
090.VTT6,3,46.0,2023-08-28
090.VTT6,4,46.0,2023-08-28
090.VTT6,5,46.0,2023-08-28
090.VTT6,6,46.0,2023-08-28
090.VTT6,7,46.0,2023-08-28
090.VTT6,8,46.0,2023-08-28
090.VTT6,9,46.0,2023-08-28
090.VTT6,10,46.0,2023-08-28
090.VTT6,11,46.0,2023-08-28
090.VTT6,12,46.0,2023-08-28
090.VTT6,13,46.0,2023-08-28
090.VTT6,14,46.0,2023-08-28
090.VTT6,15,46.0,2023-08-28
090.VTT6,16,46.0,2023-08-28
090.VTT6,17,46.0,2023-08-28
090.VTT6,18,46.0,2023-08-28
090.VTT6,19,46.0,2023-08-28
090.VTT6,20,46.0,2023-08-28
090.VTT6,29,45.0,2022-09-19
091.F2.SQ.027,0,46.0,2023-11-09
091.F2.SQ.029,0,5.4,2023-11-09
091.F2.SQ.030,0,4.4,2023-11-09
091.F2.SQ.032,0,10.2,2023-11-09
091.F2.SQ.033,0,3.5,2023-11-09
091.F2.SQ.034,0,2.5,2023-11-09
091.F2.SQ.036,0,6.8,2023-11-09
091.F2.SQ.038,0,6.2,2023-11-09
091.F2.SQ.039,0,1.4,2023-11-09
091.F2.SQ.041,0,3.8,2023-11-09
091.F2.SQ.042,0,2.4,2023-11-09
091.F2.SQ.044,0,3.9,2023-11-09
091.F2.SQ.046,0,8.6,2023-11-09
091.F2.SQ.048,0,2.9,2023-11-09
091.F2.SQ.050,0,7.2,2023-11-09
091.F2.SQ.069,0,3.4,2023-11-09
091.N1037,0,6.2168,2023-08-28
091.N1038,0,2.2952,2023-08-28
091.N1039,0,8.0332,2023-08-28
091.N1040,0,5.2896,2023-08-28
091.N1041,0,7.9762,2023-08-28
091.N1042,0,5.529,2023-08-28
091.N1043,0,0.874,2023-08-28
091.N1044,0,0.7106,2023-08-28
091.N1045,0,1.7328,2023-08-28
091.N1046,0,5.149,2023-08-28
091.N1047,0,5.7646,2023-08-28
091.N1060,0,2.622,2023-08-28
091.NW2188,0,0.88524,2023-08-28
091.NW2191,0,0.84268,2023-08-28
091.NW2191AN,1,1.41743,2022-04-08
091.NW2191AN,0,1.06,2018-05-04
091.NW2530,0,4.92419,2023-08-28
091.NW2531,0,0.45539,2023-08-28
091.NW2535,0,1.16614,2023-08-28
091.NW2545,0,7.6608,2023-08-28
091.NW2545AN,0,0.0,2017-03-14
091.NW2547,0,5.89456,2023-08-28
091.NW2600,0,3.94531,2023-08-28
091.NW2601,0,4.73267,2023-08-28
091.NW2602,0,1.96627,2023-08-28
091.NW2603,0,5.23402,2023-08-28
091.NW2604,0,1.24275,2023-08-28
091.NW2605,0,9.29936,2023-08-28
091.NW2606,0,5.7912,2023-08-28
091.NW2607,0,7.8356,2023-08-28
091.NW2608,0,6.6652,2023-08-28
091.NW2609,0,2.508,2023-08-28
091.NW2610,0,0.912,2023-08-28
091.NW2611,0,10.5716,2023-08-28
091.NW2612,0,9.3138,2023-08-28
091.NW2613,0,9.2796,2023-08-28
091.NW2614,0,2.85,2023-08-28
091.NW2615,0,6.726,2023-08-28
091.NW2616,0,3.3212,2023-08-28
091.NW2617,0,4.2294,2023-08-28
091.NW2618,0,10.4462,2023-08-28
091.NW2619,0,17.841,2023-08-28
091.NWSQ001,0,3.35,2019-04-12
091.NWSQ002,0,2.65,2018-10-31
091.NWSQ003,0,0.68699,2023-08-29
091.NWSQ004,0,2.65,2018-11-07
091.NWSQ005,0,3.68,2018-11-07
091.NWSQ006,0,2.65,2021-05-11
091.NWSQ007,0,5.7,2018-11-07
091.NWSQ008,0,1.05,2017-04-13
091.NWSQ009,0,1.35,2018-10-31
091.NWSQ010,0,2.65,2021-05-11
091.NWSQ011,0,0.22771,2023-08-29
091.NWSQ012,0,3.0,2021-05-11
091.NWSQ014,0,3.0,2022-03-09
091.NWSQ015,0,0.47207,2023-08-29
091.NWSQ016,0,0.51883,2023-08-29
091.NWSQ017,0,0.47831,2023-08-29
091.NWSQ018,0,0.64578,2023-08-29
091.NWSQ019,0,2.65,2019-09-19
091.NWSQ020,0,2.65,2019-05-28
091.PAN.01.TR,0,70.0,2020-09-11
091.PAN.02.TR,0,120.0,2020-09-11
091.PST002,0,0.0984,2018-11-07
092.ANTASCOP.01D,0,212.0,2023-08-28
092.ANTASCOP.01S,0,212.0,2023-08-28
092.ANTASCOP.02D,0,237.0,2023-08-28
092.ANTASCOP.02S,0,237.0,2023-08-28
092.ANTASCOP.03D,0,256.0,2023-08-28
092.ANTASCOP.03S,0,256.0,2023-08-28
092.ANTASCOP.04D,0,274.0,2023-08-28
092.ANTASCOP.04S,0,274.0,2023-08-28
092.ANTASCOP.05D,0,306.0,2023-08-28
092.ANTASCOP.05S,0,306.0,2023-08-28
092.ANTASCOP.06D,0,331.0,2023-08-28
092.ANTASCOP.06S,0,331.0,2023-08-28
092.ANTASCTR.01,0,163.0,2023-08-28
092.ANTASCTR.02,0,181.0,2023-08-28
092.ANTASCTR.03,0,195.0,2023-08-28
092.ANTASCTR.04,0,208.0,2023-08-28
092.ANTASCTR.05,0,233.0,2023-08-28
092.ANTASCTR.06,0,251.0,2023-08-28
092.GU001.10.B,0,0.235,2023-08-29
092.GU001.10.G,0,0.185,2022-03-09
092.GU001.10.N,0,0.185,2022-03-09
092.GU001.10,0,0.185,2021-05-11
092.GU001.12.B,0,0.205,2023-08-29
092.GU001.12.G,0,0.205,2022-12-09
092.GU001.12.N,0,0.205,2023-05-03
092.GU001.12,0,0.155,2022-03-09
092.GU002.AI,0,0.36,2023-08-29
092.GU002.TP.B,0,0.8565,2022-03-09
092.GU002.TP.G,0,0.85648,2022-03-09
092.GU002.TP.N,0,0.3605,2022-03-09
092.GU002.TP,0,1.1035,2023-08-29
092.GU003,0,0.725,2021-05-21
092.GU004.TP.B,0,0.5964,2023-12-12
092.GU004.TP.G,0,0.5964,2023-12-12
092.GU004.TP.N,0,0.5964,2023-12-12
092.NW2531LED,0,3.69,2017-04-24
092.NW2533PLM,0,1.37887,2023-05-03
092.TAP01,0,2.0,2017-05-17
093.PM001.LLV.10,0,5.0,2023-08-29
093.PM001.LLV.12,0,5.0,2023-08-29
098.P055CF6ANT,1,3.5,2015-09-08
098.P055CF6ANT,0,3.5,2013-05-02
0MAG.0001,0,80.0,2018-06-14
0MAG.0002,0,60.0,2018-06-14
COM.ACC,0,0.88,2021-05-11
